grupo_parlamentario,congresista,votacion
APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",AUSENTE
UDP,"ACUÑA PERALTA, SEGUNDO HÉCTOR",NO
FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",AUSENTE
PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",SI
PP,"ALCARRAZ AGUERO, YOREL KIRA",NO
FP,"ALEGRÍA GARCÍA, ARTURO",SI
NA,"ALVA PRIETO, MARÍA DEL CARMEN",SI
NA,"ALVA ROJAS, CARLOS ENRIQUE",SI
AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",SI
NA,"ANDERSON RAMÍREZ, CARLOS ANTONIO",AUSENTE
AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",AUSENTE
NA,"ARRIOLA TUEROS, JOSÉ ALBERTO",SI
SP,"AZURÍN LOAYZA, ALFREDO",SI
PB,"BALCÁZAR ZELADA, JOSÉ MARÍA",AUSENTE
FP,"BARBARÁN REYES, ROSANGELLA ANDREA",SI
AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",ABSTENCION
CD-JPP,"BAZÁN NARRO, SIGRID TESORO",NO
PB,"BELLIDO UGARTE, GUIDO",NO
CD-JPP,"BERMEJO ROJAS, GUILLERMO",NO
UDP,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",SI
FP,"BUSTAMANTE DONAYRE, ERNESTO",SI
PP,"CALLE LOBATÓN, DIGNA",LICENCIA_PERSONAL
APP,"CAMONES SORIANO, LADY MERCEDES",SIN_RESPONDER
FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",SI
AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",SI
PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",SI
FP,"CHACÓN TRUJILLO, NILZA MERLY",SI
APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",AUSENTE
AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",SI
RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",AUSENTE
PB,"COAYLA JUÁREZ, JORGE SAMUEL",ABSTENCION
UDP,"CORDERO JON TAY, LUIS GUSTAVO",SI
NA,"CORDERO JON TAY, MARÍA DEL PILAR",SUSPENDIDO
CD-JPP,"CORTEZ AGUIRRE, ISABEL",NO
PL,"CRUZ MAMANI, FLAVIO",SI
RP,"CUETO ASERVI, JOSÉ ERNESTO",SIN_RESPONDER
NA,"CUTIPA CCAMA, VÍCTOR RAÚL",NO
AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",SI
AP,"DOROTEO CARBAJO, RAÚL FELIPE",ABSTENCION
BM,"DÁVILA ATANACIO, PASIÓN NEOMIAS",NO
RP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",LICENCIA_POR_ENFERMEDAD
CD-JPP,"ECHEVERRÍA RODRÍGUEZ, HAMLET",AUSENTE
PP,"ELÍAS ÁVALOS, JOSÉ LUIS",SI
AP,"ESPINOZA VARGAS, JHAEC DARWIN",AUSENTE
AP,"FLORES ANCACHI, JORGE LUIS",ABSTENCION
NA,"FLORES RAMÍREZ, ALEX RANDU",NO
FP,"FLORES RUÍZ, VÍCTOR SEFERINO",SI
APP,"GARCÍA CORREA, IDELSO MANUEL",SI
PL,"GONZA CASTILLO, AMERICO",SI
AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",ABSTENCION
BM,"GUTIÉRREZ TICONA, PAUL SILVIO",ABSTENCION
APP,"HEIDINGER BALLESTEROS, NELCY",SI
FP,"HERRERA MAMANI, FERNANDO MARIO",SI
RP,"HERRERA MEDINA, NOELIA ROSSVITH",SI
FP,"HUAMÁN CORONADO, RAÚL",SI
FP,"INFANTES CASTAÑEDA, MERY ELIANA",SI
SP,"JERI ORÉ, JOSÉ ENRIQUE",SI
FP,"JIMÉNEZ HEREDIA, DAVID JULIO",SI
APP,"JULON IRIGOIN, ELVA EDHIT",LICENCIA_OFICIAL
PP,"JUÁREZ CALLE, HEIDY LISBETH",AUSENTE
FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",SI
RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",AUSENTE
CD-JPP,"KAMICHE MORANTE, LUIS ROBERTO",NO
CD-JPP,"LIMACHI QUISPE, NIEVES ESMERALDA",NO
FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",SI
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",AUSENTE
CD-JPP,"LUQUE IBARRA, RUTH",NO
FP,"LÓPEZ MORALES, JENY LUZ",SI
NA,"LÓPEZ UREÑA, ILICH FREDY",SI
PB,"MARTICORENA MENDOZA, JORGE ALFONSO",ABSTENCION
NA,"MARTÍNEZ TALAVERA, PEDRO EDWIN",SI
BM,"MEDINA HERMOSILLA, ELIZABETH SARA",SI
UDP,"MEDINA MINAYA, ESDRAS RICARDO",SI
PL,"MITA ALANOCA, ISAAC",SI
PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",SI
NA,"MONTEZA FACHO, SILVIA MARÍA",SI
RP,"MONTOYA MANRIQUE, JORGE CARLOS",AUSENTE
FP,"MORANTE FIGARI, JORGE ALBERTO",SI
NA,"MORI CELIS, JUAN CARLOS",SI
FP,"MOYANO DELGADO, MARTHA LUPE",SI
RP,"MUÑANTE BARRIOS, ALEJANDRO",AUSENTE
NA,"MÁLAGA TRILLO, GEORGE EDWARD",NO
FP,"OBANDO MORGAN, AURISTELA ANA",SI
FP,"OLIVOS MARTÍNEZ, VIVIAN",SI
NA,"PABLO MEDINA, FLOR AIDEE",NO
RP,"PADILLA ROMERO, JAVIER ROMMEL",ABSTENCION
PL,"PALACIOS HUÁMAN, MARGOT",AUSENTE
PP,"PAREDES CASTRO, FRANCIS JHASMINA",NO
NA,"PAREDES FONSECA, KAROL IVETT",SI
BM,"PAREDES GONZALES, ALEX ANTONIO",ABSTENCION
CD-JPP,"PAREDES PIQUÉ, SUSEL ANA MARÍA",NO
NA,"PARIONA SINCHE, ALFREDO",NO
SP,"PAZO NUNURA, JOSE BERNARDO",ABSTENCION
PP,"PICÓN QUEDO, LUIS RAÚL",AUSENTE
PL,"PORTALATINO ÁVALOS, KELLY ROXANA",SI
AP,"PORTERO LÓPEZ, HILDA MARLENY",LICENCIA_POR_ENFERMEDAD
BM,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",ABSTENCION
PL,"QUISPE MAMANI, WILSON RUSBEL",NO
NA,"QUITO SARMIENTO, BERNARDO JAIME",NO
FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",SI
FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",SI
PL,"REYES CAM, ABEL AUGUSTO",AUSENTE
CD-JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",LICENCIA_POR_ENFERMEDAD
PL,"RIVAS CHACARA, JANET MILAGROS",NO
NA,"ROBLES ARAUJO, SILVANA EMPERATRIZ",NO
APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",SI
SP,"SAAVEDRA CASTERNOQUE, HITLER",SI
APP,"SALHUANA CAVIDES, EDUARDO",AUSENTE
AP,"SOTO PALACIOS, WILSON",ABSTENCION
APP,"SOTO REYES, ALEJANDRO",SIN_RESPONDER
CD-JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",NO
BM,"TACURI VALDIVIA, GERMÁN ADOLFO",NO
PL,"TAIPE CORONADO, MARÍA ELIZABETH",LICENCIA_PERSONAL
BM,"TELLO MONTES, NIVARDO EDGAR",SI
APP,"TORRES SALINAS, ROSIO",SI
APP,"TRIGOZO REÁTEGUI, CHERYL",SI
AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",SI
UDP,"UGARTE MAMANI, JHAKELINE KATY",SI
SP,"VALER PINTO, HÉCTOR",SI
PB,"VARAS MELÉNDEZ, ELÍAS MARCIAL",NO
FP,"VENTURA ANGEL, HÉCTOR JOSÉ",SI
AP,"VERGARA MENDOZA, ELVIS HERNÁN",SIN_RESPONDER
BM,"VÁSQUEZ VELA, LUCINDA",NO
AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",SI
PP,"WONG PUJADA, ENRIQUE",AUSENTE
AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",SI
BM,"ZEA CHOQUECHAMBI, OSCAR",SI
RP,"ZEBALLOS APONTE, JORGE ARTURO",SI
PP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",LICENCIA_OFICIAL
FP,"ZETA CHUNGA, CRUZ MARÍA",SI
