grupo_parlamentario,congresista,votacion
APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",AUSENTE
NA,"ACUÑA PERALTA, SEGUNDO HÉCTOR",SI
FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",NO
PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",AUSENTE
PP,"ALCARRAZ AGUERO, YOREL KIRA",NO
FP,"ALEGRÍA GARCÍA, ARTURO",NO
AP,"ALVA PRIETO, MARÍA DEL CARMEN",NO
NA,"ALVA ROJAS, CARLOS ENRIQUE",AUSENTE
AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",AUSENTE
NA,"ANDERSON RAMÍREZ, CARLOS ANTONIO",SI
AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",NO
AP,"ARRIOLA TUEROS, JOSÉ ALBERTO",NO
SP,"AZURÍN LOAYZA, ALFREDO",SI
PB,"BALCÁZAR ZELADA, JOSÉ MARÍA",AUSENTE
FP,"BARBARÁN REYES, ROSANGELLA ANDREA",NO
AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",AUSENTE
CD-JPP,"BAZÁN NARRO, SIGRID TESORO",SI
PB,"BELLIDO UGARTE, GUIDO",SI
CD-JPP,"BERMEJO ROJAS, GUILLERMO",SI
NA,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",SI
FP,"BUSTAMANTE DONAYRE, ERNESTO",NO
PP,"CALLE LOBATÓN, DIGNA",LICENCIA_PERSONAL
APP,"CAMONES SORIANO, LADY MERCEDES",SIN_RESPONDER
FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",NO
AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",NO
PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",SI
FP,"CHACÓN TRUJILLO, NILZA MERLY",NO
APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",SI
AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",NO
RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",NO
PB,"COAYLA JUÁREZ, JORGE SAMUEL",SI
FP,"CORDERO JON TAY, LUIS GUSTAVO",AUSENTE
FP,"CORDERO JON TAY, MARÍA DEL PILAR",LICENCIA_POR_ENFERMEDAD
CD-JPP,"CORTEZ AGUIRRE, ISABEL",AUSENTE
PL,"CRUZ MAMANI, FLAVIO",SI
RP,"CUETO ASERVI, JOSÉ ERNESTO",AUSENTE
PB,"CUTIPA CCAMA, VÍCTOR RAÚL",SI
AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",NO
AP,"DOROTEO CARBAJO, RAÚL FELIPE",NO
BM,"DÁVILA ATANACIO, PASIÓN NEOMIAS",SUSPENDIDO
RP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",SI
CD-JPP,"ECHEVERRÍA RODRÍGUEZ, HAMLET",SI
PP,"ELÍAS ÁVALOS, JOSÉ LUIS",SI
