grupo_parlamentario,congresista,asistencia
APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",PRESENTE
NA,"ACUÑA PERALTA, SEGUNDO HÉCTOR",AUSENTE
FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",PRESENTE
PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",PRESENTE
PP,"ALCARRAZ AGUERO, YOREL KIRA",PRESENTE
FP,"ALEGRÍA GARCÍA, ARTURO",PRESENTE
AP,"ALVA PRIETO, MARÍA DEL CARMEN",PRESENTE
NA,"ALVA ROJAS, CARLOS ENRIQUE",PRESENTE
AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",PRESENTE
NA,"ANDERSON RAMÍREZ, CARLOS ANTONIO",AUSENTE
AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",PRESENTE
AP,"ARRIOLA TUEROS, JOSÉ ALBERTO",PRESENTE
SP,"AZURÍN LOAYZA, ALFREDO",PRESENTE
PB,"BALCÁZAR ZELADA, JOSÉ MARÍA",PRESENTE
FP,"BARBARÁN REYES, ROSANGELLA ANDREA",PRESENTE
AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",AUSENTE
CD-JPP,"BAZÁN NARRO, SIGRID TESORO",PRESENTE
PB,"BELLIDO UGARTE, GUIDO",PRESENTE
CD-JPP,"BERMEJO ROJAS, GUILLERMO",PRESENTE
NA,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",AUSENTE
FP,"BUSTAMANTE DONAYRE, ERNESTO",PRESENTE
PP,"CALLE LOBATÓN, DIGNA",LICENCIA_PERSONAL
APP,"CAMONES SORIANO, LADY MERCEDES",PRESENTE
FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",AUSENTE
AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",AUSENTE
PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",PRESENTE
FP,"CHACÓN TRUJILLO, NILZA MERLY",LICENCIA_OFICIAL
APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",PRESENTE
AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",PRESENTE
RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",PRESENTE
PB,"COAYLA JUÁREZ, JORGE SAMUEL",PRESENTE
FP,"CORDERO JON TAY, LUIS GUSTAVO",AUSENTE
FP,"CORDERO JON TAY, MARÍA DEL PILAR",AUSENTE
CD-JPP,"CORTEZ AGUIRRE, ISABEL",PRESENTE
PL,"CRUZ MAMANI, FLAVIO",PRESENTE
RP,"CUETO ASERVI, JOSÉ ERNESTO",PRESENTE
PB,"CUTIPA CCAMA, VÍCTOR RAÚL",PRESENTE
AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",PRESENTE
AP,"DOROTEO CARBAJO, RAÚL FELIPE",PRESENTE
BM,"DÁVILA ATANACIO, PASIÓN NEOMIAS",SUSPENDIDO
RP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",PRESENTE
CD-JPP,"ECHEVERRÍA RODRÍGUEZ, HAMLET",AUSENTE
PP,"ELÍAS ÁVALOS, JOSÉ LUIS",PRESENTE
AP,"ESPINOZA VARGAS, JHAEC DARWIN",LICENCIA_PERSONAL
AP,"FLORES ANCACHI, JORGE LUIS",AUSENTE
PL,"FLORES RAMÍREZ, ALEX RANDU",PRESENTE
FP,"FLORES RUÍZ, VÍCTOR SEFERINO",PRESENTE
APP,"GARCÍA CORREA, IDELSO MANUEL",PRESENTE
PL,"GONZA CASTILLO, AMERICO",PRESENTE
AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",PRESENTE
FP,"GUERRA GARCÍA, CAMPOS HERNANDO",PRESENTE
BM,"GUTIÉRREZ TICONA, PAUL SILVIO",AUSENTE
APP,"HEIDINGER BALLESTEROS, NELCY",PRESENTE
RP,"HERRERA MEDINA, NOELIA ROSSVITH",PRESENTE
FP,"HUAMÁN CORONADO, RAÚL",PRESENTE
FP,"INFANTES CASTAÑEDA, MERY ELIANA",PRESENTE
SP,"JERI ORÉ, JOSÉ ENRIQUE",AUSENTE
FP,"JIMÉNEZ HEREDIA, DAVID JULIO",PRESENTE
APP,"JULON IRIGOIN, ELVA EDHIT",PRESENTE
PP,"JUÁREZ CALLE, HEIDY LISBETH",PRESENTE
FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",PRESENTE
RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",AUSENTE
CD-JPP,"KAMICHE MORANTE, LUIS ROBERTO",PRESENTE
CD-JPP,"LIMACHI QUISPE, NIEVES ESMERALDA",LICENCIA_POR_ENFERMEDAD
FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",AUSENTE
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",AUSENTE
CD-JPP,"LUQUE IBARRA, RUTH",PRESENTE
FP,"LÓPEZ MORALES, JENY LUZ",PRESENTE
AP,"LÓPEZ UREÑA, ILICH FREDY",PRESENTE
PB,"MARTICORENA MENDOZA, JORGE ALFONSO",PRESENTE
AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",PRESENTE
BM,"MEDINA HERMOSILLA, ELIZABETH SARA",PRESENTE
SP,"MEDINA MINAYA, ESDRAS RICARDO",PRESENTE
PL,"MITA ALANOCA, ISAAC",PRESENTE
PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",AUSENTE
AP,"MONTEZA FACHO, SILVIA MARÍA",PRESENTE
RP,"MONTOYA MANRIQUE, JORGE CARLOS",PRESENTE
FP,"MORANTE FIGARI, JORGE ALBERTO",PRESENTE
AP,"MORI CELIS, JUAN CARLOS",PRESENTE
FP,"MOYANO DELGADO, MARTHA LUPE",AUSENTE
RP,"MUÑANTE BARRIOS, ALEJANDRO",PRESENTE
NA,"MÁLAGA TRILLO, GEORGE EDWARD",PRESENTE
FP,"OBANDO MORGAN, AURISTELA ANA",PRESENTE
FP,"OLIVOS MARTÍNEZ, VIVIAN",PRESENTE
NA,"PABLO MEDINA, FLOR AIDEE",PRESENTE
RP,"PADILLA ROMERO, JAVIER ROMMEL",PRESENTE
PL,"PALACIOS HUÁMAN, MARGOT",PRESENTE
BM,"PAREDES CASTRO, FRANCIS JHASMINA",PRESENTE
AP,"PAREDES FONSECA, KAROL IVETT",PRESENTE
BM,"PAREDES GONZALES, ALEX ANTONIO",LICENCIA_POR_ENFERMEDAD
NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",PRESENTE
PL,"PARIONA SINCHE, ALFREDO",PRESENTE
SP,"PAZO NUNURA, JOSE BERNARDO",PRESENTE
NA,"PICÓN QUEDO, LUIS RAÚL",PRESENTE
PL,"PORTALATINO ÁVALOS, KELLY ROXANA",AUSENTE
AP,"PORTERO LÓPEZ, HILDA MARLENY",PRESENTE
BM,"QUIROZ BARBOZA, SEGUNDO TEODOMIRO",PRESENTE
PL,"QUISPE MAMANI, WILSON RUSBEL",PRESENTE
PL,"QUITO SARMIENTO, BERNARDO JAIME",PRESENTE
FP,"RAMÍREZ GARCÍA, TANIA ESTEFANY",PRESENTE
FP,"REVILLA VILLANUEVA, CÉSAR MANUEL",PRESENTE
PL,"REYES CAM, ABEL AUGUSTO",PRESENTE
CD-JPP,"REYMUNDO MERCADO, EDGARD CORNELIO",PRESENTE
PL,"RIVAS CHACARA, JANET MILAGROS",PRESENTE
PL,"ROBLES ARAUJO, SILVANA EMPERATRIZ",AUSENTE
APP,"RUÍZ RODRÍGUEZ, MAGALY ROSMERY",PRESENTE
SP,"SAAVEDRA CASTERNOQUE, HITLER",PRESENTE
APP,"SALHUANA CAVIDES, EDUARDO",PRESENTE
AP,"SOTO PALACIOS, WILSON",PRESENTE
APP,"SOTO REYES, ALEJANDRO",PRESENTE
CD-JPP,"SÁNCHEZ PALOMINO, ROBERTO HELBERT",PRESENTE
BM,"TACURI VALDIVIA, GERMÁN ADOLFO",PRESENTE
PL,"TAIPE CORONADO, MARÍA ELIZABETH",PRESENTE
BM,"TELLO MONTES, NIVARDO EDGAR",AUSENTE
APP,"TORRES SALINAS, ROSIO",PRESENTE
APP,"TRIGOZO REÁTEGUI, CHERYL",PRESENTE
AP-PIS,"TUDELA GUTIÉRREZ, ADRIANA JOSEFINA",AUSENTE
NA,"UGARTE MAMANI, JHAKELINE KATY",AUSENTE
SP,"VALER PINTO, HÉCTOR",PRESENTE
PB,"VARAS MELÉNDEZ, ELÍAS MARCIAL",PRESENTE
FP,"VENTURA ANGEL, HÉCTOR JOSÉ",AUSENTE
AP,"VERGARA MENDOZA, ELVIS HERNÁN",PRESENTE
BM,"VÁSQUEZ VELA, LUCINDA",PRESENTE
AP-PIS,"WILLIAMS ZAPATA, JOSÉ DANIEL",PRESENTE
NA,"WONG PUJADA, ENRIQUE",SUSPENDIDO
AP-PIS,"YARROW LUMBRERAS, NORMA MARTINA",AUSENTE
NA,"ZEA CHOQUECHAMBI, OSCAR",PRESENTE
RP,"ZEBALLOS APONTE, JORGE ARTURO",AUSENTE
PP,"ZEBALLOS MADARIAGA, CARLOS JAVIER",PRESENTE
FP,"ZETA CHUNGA, CRUZ MARÍA",PRESENTE
