metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 28 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D513E2F2A01D5BDC0525883A0076BF02/$FILE/Asis_vot_OFICIAL_28-04-22.pdf
dia,2022-04-29
hora,00:25
asunto,"NÓMINA DE INTEGRANTES DE LA COMISIÓN ESPECIAL MULTIPARTIDARIA, ENCARGADA DE REALIZAR TRABAJO EN CONJUNTO CON LA COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS (DEVIDA) Y LAS ENTIDADES DEL ESTADO PERUANO RESPONSABLES DE LOS OBJETIVOS PRIORITARIOS Y LINEAMIENTO EN LA LUCHA FRONTAL CONTRA EL NARCOTRÁFICO (MOCIÓN DE ORDEN DEL DÍA 468)"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,60
