metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,SESIÓN VIRTUAL DEL PLENO DEL CONGRESO DE LA REPÚBLICA
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/807EF3A0C55FD41705258767005C0085/$FILE/Asis_vot_OFICIAL_29-09-2021.pdf
dia,2021-09-29
hora,19:38
asunto,"TEXTO SUSTITUTORIO DE LA MOCIÓN 481, QUE PROPONE CONFORMAR UNA COMISIÓN MULTIPARTIDARIA QUE INVESTIGUE, EN UN PLAZO DE 180 DÍAS HÁBILES, LA ATENCIÓN A LOS NIÑOS Y LAS FAMILIAS AFECTADAS CON EL EXCESO DE PLOMO, ARSÉNICO, MERCURIO Y DEMÁS METALES TÓXICOS EN LA SANGRE, EN LAS ZONAS MINERAS DE PASCO Y EL PERÚ. LA COMISIÓN INVESTIGARÁ EL CUMPLIMIENTO DE LOS COMPROMISOS Y LAS RESPONSABILIDADES POR PARTE DEL PODER EJECUTIVO Y DE LAS EMPRESAS PRIVADAS ATENCIÓN A LOS NIÑOS Y LAS FAMILIAS AFECTADAS CON EL EXCESO DE PLOMO EN SANGRE Y DEMÁS METALES TÓXICOS EN ZONAS MINERAS DE PASCO Y EL PERÚ. LA COMISIÓN INVESTIGARÁ EL CUMPLIMIENTO DE LOS COMPROMISOS Y LAS RESPONSABILIDADES POR PARTE DEL PODER EJECUTIVO Y DE LAS EMPRESAS PRIVADAS, EN RELACIÓN A LA ATENCIÓN DE LA SALUD DE LOS AFECTADOS"
presidente,"CAMONES SORIANO, LADY MERCEDES"
quorum,63
