grupo_parlamentario,congresista,votacion
APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",SI
NA,"ACUÑA PERALTA, SEGUNDO HÉCTOR",AUSENTE
FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",SI
PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",NO
PP,"ALCARRAZ AGUERO, YOREL KIRA",NO
FP,"ALEGRÍA GARCÍA, ARTURO",AUSENTE
AP,"ALVA PRIETO, MARÍA DEL CARMEN",NO
NA,"ALVA ROJAS, CARLOS ENRIQUE",NO
AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",AUSENTE
NA,"ANDERSON RAMÍREZ, CARLOS ANTONIO",LICENCIA_OFICIAL
AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",NO
AP,"ARRIOLA TUEROS, JOSÉ ALBERTO",NO
SP,"AZURÍN LOAYZA, ALFREDO",SI
PB,"BALCÁZAR ZELADA, JOSÉ MARÍA",LICENCIA_OFICIAL
FP,"BARBARÁN REYES, ROSANGELLA ANDREA",SI
AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",NO
CD-JPP,"BAZÁN NARRO, SIGRID TESORO",NO
PB,"BELLIDO UGARTE, GUIDO",NO
CD-JPP,"BERMEJO ROJAS, GUILLERMO",NO
NA,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",AUSENTE
FP,"BUSTAMANTE DONAYRE, ERNESTO",SI
PP,"CALLE LOBATÓN, DIGNA",LICENCIA_PERSONAL
APP,"CAMONES SORIANO, LADY MERCEDES",LICENCIA_POR_ENFERMEDAD
FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",SI
AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",NO
PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",NO
FP,"CHACÓN TRUJILLO, NILZA MERLY",SI
APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",SI
AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",LICENCIA_OFICIAL
RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",SI
PB,"COAYLA JUÁREZ, JORGE SAMUEL",NO
FP,"CORDERO JON TAY, LUIS GUSTAVO",AUSENTE
FP,"CORDERO JON TAY, MARÍA DEL PILAR",SI
CD-JPP,"CORTEZ AGUIRRE, ISABEL",NO
PL,"CRUZ MAMANI, FLAVIO",NO
AP-PIS,"CUETO ASERVI, JOSÉ ERNESTO",SI
PB,"CUTIPA CCAMA, VÍCTOR RAÚL",NO
AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",SI
AP,"DOROTEO CARBAJO, RAÚL FELIPE",NO
BM,"DÁVILA ATANACIO, PASIÓN NEOMIAS",SUSPENDIDO
RP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",SI
CD-JPP,"ECHEVERRÍA RODRÍGUEZ, HAMLET",NO
PP,"ELÍAS ÁVALOS, JOSÉ LUIS",NO
AP,"ESPINOZA VARGAS, JHAEC DARWIN",NO
AP,"FLORES ANCACHI, JORGE LUIS",NO
PL,"FLORES RAMÍREZ, ALEX RANDU",NO
FP,"FLORES RUÍZ, VÍCTOR SEFERINO",SI
APP,"GARCÍA CORREA, IDELSO MANUEL",SI
PL,"GONZA CASTILLO, AMERICO",NO
AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",NO
FP,"GUERRA GARCÍA, CAMPOS HERNANDO",SI
BM,"GUTIÉRREZ TICONA, PAUL SILVIO",NO
APP,"HEIDINGER BALLESTEROS, NELCY",SI
RP,"HERRERA MEDINA, NOELIA ROSSVITH",SI
FP,"HUAMÁN CORONADO, RAÚL",AUSENTE
FP,"INFANTES CASTAÑEDA, MERY ELIANA",SI
SP,"JERI ORÉ, JOSÉ ENRIQUE",SIN_RESPONDER
FP,"JIMÉNEZ HEREDIA, DAVID JULIO",AUSENTE
APP,"JULON IRIGOIN, ELVA EDHIT",AUSENTE
PP,"JUÁREZ CALLE, HEIDY LISBETH",NO
FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",SI
RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",SI
CD-JPP,"KAMICHE MORANTE, LUIS ROBERTO",NO
CD-JPP,"LIMACHI QUISPE, NIEVES ESMERALDA",LICENCIA_POR_ENFERMEDAD
FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",AUSENTE
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",AUSENTE
CD-JPP,"LUQUE IBARRA, RUTH",NO
FP,"LÓPEZ MORALES, JENY LUZ",SI
AP,"LÓPEZ UREÑA, ILICH FREDY",AUSENTE
PB,"MARTICORENA MENDOZA, JORGE ALFONSO",NO
AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",NO
BM,"MEDINA HERMOSILLA, ELIZABETH SARA",NO
SP,"MEDINA MINAYA, ESDRAS RICARDO",SI
PL,"MITA ALANOCA, ISAAC",NO
PL,"MONTALVO CUBAS, SEGUNDO TORIBIO",NO
AP,"MONTEZA FACHO, SILVIA MARÍA",AUSENTE
RP,"MONTOYA MANRIQUE, JORGE CARLOS",SI
FP,"MORANTE FIGARI, JORGE ALBERTO",SI
AP,"MORI CELIS, JUAN CARLOS",NO
FP,"MOYANO DELGADO, MARTHA LUPE",AUSENTE
RP,"MUÑANTE BARRIOS, ALEJANDRO",SI
NA,"MÁLAGA TRILLO, GEORGE EDWARD",AUSENTE
FP,"OBANDO MORGAN, AURISTELA ANA",SI
FP,"OLIVOS MARTÍNEZ, VIVIAN",LICENCIA_POR_ENFERMEDAD
NA,"PABLO MEDINA, FLOR AIDEE",LICENCIA_POR_ENFERMEDAD
RP,"PADILLA ROMERO, JAVIER ROMMEL",SI
PL,"PALACIOS HUÁMAN, MARGOT",NO
BM,"PAREDES CASTRO, FRANCIS JHASMINA",NO
AP,"PAREDES FONSECA, KAROL IVETT",NO
BM,"PAREDES GONZALES, ALEX ANTONIO",NO
NA,"PAREDES PIQUÉ, SUSEL ANA MARÍA",AUSENTE
PL,"PARIONA SINCHE, ALFREDO",NO
