metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1578E79652B80B060525873E0006FF63/$FILE/Asis-vot-OFICIAL-19-08-21.pdf
dia,2021-08-19
hora,18:06
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 132, QUE PROPONE QUE EL CONGRESO DE LA REPÚBLICA INVITE AL MINISTRO DE SALUD, SEÑOR HERNANDO CEVALLOS FLORES, A FIN QUE INFORME ANTE EL PLENO DEL CONGRESO DE LA REPÚBLICA, RESPECTO A LA POLÍTICA SECTORIAL PARA ASEGURAR Y ACELERAR LA VACUNACIÓN, REFORZAR EL DIAGNÓSTICO Y LA ATENCIÓN DE LOS PACIENTES CONTAGIADOS, ANTE LA AMENAZA DE UNA POSIBLE TERCERA OLA DEL COVID-19."
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
