numero,grupo_parlamentario,congresista,votacion
1,APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",NO
2,APP,"ACUÑA PERALTA, SEGUNDO HÉCTOR",NO
3,PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",ABST
4,FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",SI
5,SP,"ALCARRAZ AGUERO, YOREL KIRA",SI
6,FP,"ALEGRÍA GARCÍA, ARTURO",ABST
7,AP,"ALVA PRIETO, MARÍA DEL CARMEN",SINRES
8,AP,"ALVA ROJAS, CARLOS ENRIQUE",SI
9,AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",NO
10,PP,"ANDERSON RAMÍREZ, CARLOS ANTONIO",SI
11,AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",SI
12,AP,"ARRIOLA TUEROS, JOSÉ ALBERTO",SI
13,SP,"AZURÍN LOAYZA, ALFREDO",SI
14,PL,"BALCÁZAR ZELADA, JOSÉ MARÍA",NO
15,FP,"BARBARÁN REYES, ROSANGELLA ANDREA",ABST
16,AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",NO
17,JP,"BAZÁN NARRO, SIGRID TESORO",SI
18,PL,"BELLIDO UGARTE, GUIDO",NO
19,PD,"BERMEJO ROJAS, GUILLERMO",SI
20,AP-PIS,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",NO
21,FP,"BUSTAMANTE DONAYRE, ERNESTO",LO
22,PP,"CALLE LOBATÓN, DIGNA",SI
23,APP,"CAMONES SORIANO, LADY MERCEDES",SI
24,FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",ABST
25,AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",NO
26,PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",NO
27,FP,"CHACÓN TRUJILLO, NILZA MERLY",ABST
28,PD,"CHÁVEZ CHINO, BETSSY BETZABET",LO
29,APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",SI
30,AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",NO
31,RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",NO
32,PL,"COAYLA JUÁREZ, JORGE SAMUEL",NO
33,FP,"CORDERO JON TAY, LUIS GUSTAVO",ABST
34,FP,"CORDERO JON TAY, MARÍA DEL PILAR",ABST
35,AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",NO
36,JP,"CORTEZ AGUIRRE, ISABEL",SI
37,PL,"CRUZ MAMANI, FLAVIO",NO
38,RP,"CUETO ASERVI, JOSÉ ERNESTO",LO
39,PL,"CUTIPA CCAMA, VÍCTOR RAÚL",NO
40,PL,"DÁVILA ATANACIO, PASIÓN NEOMIAS",NO
41,APP,"DÍAZ MONAGO, FREDDY RONALD",ABST
42,AP,"DOROTEO CARBAJO, RAÚL FELIPE",SI
43,APP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",AUS
44,PD,"ECHEVERRÍA RODRÍGUEZ, HAMLET",SI
45,SP,"ELERA GARCÍA, WILMAR ALBERTO",SI
46,PP,"ELÍAS ÁVALOS, JOSÉ LUIS",SI
47,AP,"ESPINOZA VARGAS, JHAEC DARWIN",SI
48,AP,"FLORES ANCACHI, JORGE LUIS",SI
49,PL,"FLORES RAMÍREZ, ALEX RANDU",NO
50,FP,"FLORES RUÍZ, VÍCTOR SEFERINO",ABST
51,APP,"GARCÍA CORREA, IDELSO MANUEL",SI
52,PL,"GONZA CASTILLO, AMERICO",SINRES
53,AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",NO
54,FP,"GUERRA GARCÍA, CAMPOS HERNANDO",SINRES
55,PL,"GUTIÉRREZ TICONA, PAUL SILVIO",NO
56,RP,"HERRERA MEDINA, NOELIA ROSSVITH",SI
57,FP,"HUAMÁN CORONADO, RAÚL",ABST
58,FP,"INFANTES CASTAÑEDA, MERY ELIANA",ABST
59,RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",NO
60,SP,"JERI ORÉ, JOSÉ ENRIQUE",SI
61,FP,"JIMÉNEZ HEREDIA, DAVID JULIO",AUS
62,APP,"JUÁREZ CALLE, HEIDY LISBETH",NO
63,FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",LO
64,APP,"JULON IRIGOIN, ELVA EDHIT",NO
65,PD,"KAMICHE MORANTE, LUIS ROBERTO",LE
66,PD,"LIMACHI QUISPE, NIEVES ESMERALDA",SI
67,FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",ABST
68,FP,"LÓPEZ MORALES, JENY LUZ",ABST
69,AP,"LÓPEZ UREÑA, ILICH FREDY",SI
70,PP,"LUNA GÁLVEZ, JOSÉ LEÓN",SI
71,JP,"LUQUE IBARRA, RUTH",SI
72,NA,"MÁLAGA TRILLO, GEORGE EDWARD",SI
73,PL,"MARTICORENA MENDOZA, JORGE ALFONSO",NO
74,AP,"MARTÍNEZ TALAVERA, PEDRO EDWIN",SI
