grupo_parlamentario,congresista,asistencia
APP,"ACUÑA PERALTA, MARÍA GRIMANEZA",PRESENTE
ID,"ACUÑA PERALTA, SEGUNDO HÉCTOR",AUSENTE
FP,"AGUINAGA RECUENCO, ALEJANDRO AURELIO",AUSENTE
PL,"AGÜERO GUTIÉRREZ, MARÍA ANTONIETA",PRESENTE
ID,"ALCARRAZ AGUERO, YOREL KIRA",PRESENTE
FP,"ALEGRÍA GARCÍA, ARTURO",PRESENTE
AP,"ALVA PRIETO, MARÍA DEL CARMEN",PRESENTE
ID,"ALVA ROJAS, CARLOS ENRIQUE",AUSENTE
AP-PIS,"AMURUZ DULANTO, YESSICA ROSSELLI",PRESENTE
NA,"ANDERSON RAMÍREZ, CARLOS ANTONIO",PRESENTE
AP,"ARAGÓN CARREÑO, LUIS ÁNGEL",AUSENTE
AP,"ARRIOLA TUEROS, JOSÉ ALBERTO",AUSENTE
SP,"AZURÍN LOAYZA, ALFREDO",PRESENTE
PB,"BALCÁZAR ZELADA, JOSÉ MARÍA",PRESENTE
FP,"BARBARÁN REYES, ROSANGELLA ANDREA",AUSENTE
AP-PIS,"BAZÁN CALDERÓN, DIEGO ALONSO FERNANDO",AUSENTE
CD-JPP,"BAZÁN NARRO, SIGRID TESORO",AUSENTE
PL,"BELLIDO UGARTE, GUIDO",AUSENTE
PD,"BERMEJO ROJAS, GUILLERMO",PRESENTE
NA,"BURGOS OLIVEROS, JUAN BARTOLOMÉ",AUSENTE
FP,"BUSTAMANTE DONAYRE, ERNESTO",PRESENTE
PP,"CALLE LOBATÓN, DIGNA",PRESENTE
APP,"CAMONES SORIANO, LADY MERCEDES",PRESENTE
FP,"CASTILLO RIVAS, EDUARDO ENRIQUE",PRESENTE
AP-PIS,"CAVERO ALVA, ALEJANDRO ENRIQUE",PRESENTE
PL,"CERRÓN ROJAS, WALDEMAR JOSÉ",AUSENTE
FP,"CHACÓN TRUJILLO, NILZA MERLY",PRESENTE
APP,"CHIABRA LEÓN, ROBERTO ENRIQUE",PRESENTE
AP-PIS,"CHIRINOS VENEGAS, PATRICIA ROSA",PRESENTE
PD,"CHÁVEZ CHINO, BETSSY BETZABET",PRESENTE
RP,"CICCIA VÁSQUEZ, MIGUEL ANGEL",PRESENTE
PB,"COAYLA JUÁREZ, JORGE SAMUEL",AUSENTE
FP,"CORDERO JON TAY, LUIS GUSTAVO",LICENCIA_POR_ENFERMEDAD
FP,"CORDERO JON TAY, MARÍA DEL PILAR",PRESENTE
CD-JPP,"CORTEZ AGUIRRE, ISABEL",PRESENTE
PL,"CRUZ MAMANI, FLAVIO",PRESENTE
RP,"CUETO ASERVI, JOSÉ ERNESTO",PRESENTE
PB,"CUTIPA CCAMA, VÍCTOR RAÚL",PRESENTE
AP-PIS,"CÓRDOVA LOBATÓN, MARÍA JESSICA",AUSENTE
AP,"DOROTEO CARBAJO, RAÚL FELIPE",AUSENTE
BM,"DÁVILA ATANACIO, PASIÓN NEOMIAS",PRESENTE
NA,"DÍAZ MONAGO, FREDDY RONALD",SUSPENDIDO
RP,"ECHAÍZ DE NÚÑEZ IZAGA, GLADYS MARGOT",AUSENTE
PD,"ECHEVERRÍA RODRÍGUEZ, HAMLET",AUSENTE
SP,"ELERA GARCÍA, WILMAR ALBERTO",AUSENTE
PP,"ELÍAS ÁVALOS, JOSÉ LUIS",PRESENTE
AP,"ESPINOZA VARGAS, JHAEC DARWIN",AUSENTE
AP,"FLORES ANCACHI, JORGE LUIS",AUSENTE
PL,"FLORES RAMÍREZ, ALEX RANDU",AUSENTE
FP,"FLORES RUÍZ, VÍCTOR SEFERINO",AUSENTE
APP,"GARCÍA CORREA, IDELSO MANUEL",AUSENTE
PL,"GONZA CASTILLO, AMERICO",AUSENTE
AP-PIS,"GONZALES DELGADO, DIANA CAROLINA",PRESENTE
FP,"GUERRA GARCÍA, CAMPOS HERNANDO",PRESENTE
BM,"GUTIÉRREZ TICONA, PAUL SILVIO",AUSENTE
RP,"HERRERA MEDINA, NOELIA ROSSVITH",AUSENTE
FP,"HUAMÁN CORONADO, RAÚL",AUSENTE
FP,"INFANTES CASTAÑEDA, MERY ELIANA",LICENCIA_OFICIAL
SP,"JERI ORÉ, JOSÉ ENRIQUE",AUSENTE
FP,"JIMÉNEZ HEREDIA, DAVID JULIO",AUSENTE
APP,"JULON IRIGOIN, ELVA EDHIT",PRESENTE
PP,"JUÁREZ CALLE, HEIDY LISBETH",PRESENTE
FP,"JUÁREZ GALLEGOS, CARMEN PATRICIA",PRESENTE
RP,"JÁUREGUI MARTÍNEZ DE AGUAYO, MARÍA DE LOS MILAGROS JACKELINE",AUSENTE
PD,"KAMICHE MORANTE, LUIS ROBERTO",AUSENTE
PD,"LIMACHI QUISPE, NIEVES ESMERALDA",AUSENTE
FP,"LIZARZABURU LIZARZABURU, JUAN CARLOS MARTIN",PRESENTE
PP,"LUNA GÁLVEZ, JOSÉ LEÓN",AUSENTE
